ticket-id,issue,category,expected_resolution
TKT-883,Karyawan meminta bantuan IT untuk buat ID card yang sebenarnya bukan tanggung jawab IT,Other,Informasikan kebijakan helpdesk IT yang hanya menangani masalah teknologi informasi perusahaan
TKT-884,Tiket masuk ke IT untuk parkiran penuh yang seharusnya ke HR,Other,Tolak tiket dan jelaskan bahwa layanan ini bukan ranah IT; arahkan ke departemen yang tepat
TKT-885,Karyawan meminta bantuan IT untuk mengatur meja ergonomis yang sebenarnya bukan tanggung jawab IT,Other,Informasikan kebijakan helpdesk IT yang hanya menangani masalah teknologi informasi perusahaan
TKT-886,Karyawan melaporkan lift tidak berfungsi kepada IT,Other,Fasilitas gedung adalah tanggung jawab Facility Management; arahkan laporan ke departemen tersebut
TKT-887,Karyawan melaporkan AC rusak kepada IT,Other,Berikan panduan ke karyawan tentang cara menghubungi departemen yang tepat untuk kebutuhannya
TKT-888,Karyawan menanyakan reimburse biaya internet kepada IT,Other,Koordinasikan dengan Procurement untuk permintaan yang berkaitan dengan pengadaan non-IT
TKT-889,Karyawan menanyakan reimburse biaya internet kepada IT,Other,Ini bukan ranah IT; arahkan karyawan ke General Affairs di ekstensi 101 untuk penanganan
TKT-890,Karyawan meminta IT untuk membantu yang di luar cakupan layanan IT,Other,Berikan panduan ke karyawan tentang cara menghubungi departemen yang tepat untuk kebutuhannya
TKT-891,Karyawan meminta IT untuk membantu yang bukan tanggung jawab IT,Other,Informasikan kebijakan helpdesk IT yang hanya menangani masalah teknologi informasi perusahaan
TKT-892,Karyawan menanyakan prosedur lembur kepada IT,Other,Keamanan fisik ditangani oleh Security Gedung; arahkan ke petugas keamanan di lantai 1
TKT-893,Karyawan meminta bantuan IT untuk urus asuransi perangkat pribadi yang sebenarnya di luar cakupan layanan IT,Other,Tandai tiket sebagai 'out of scope IT'; koordinasikan penutupan tiket dan arahkan ke PIC yang benar
TKT-894,Karyawan menanyakan reimburse biaya internet kepada IT,Other,Ini bukan ranah IT; arahkan karyawan ke General Affairs di ekstensi 101 untuk penanganan
TKT-895,Karyawan meminta bantuan IT untuk setup kendaraan dinas yang sebenarnya di luar cakupan layanan IT,Other,Ini bukan ranah IT; arahkan karyawan ke General Affairs di ekstensi 101 untuk penanganan
TKT-896,Karyawan meminta bantuan IT untuk meminjam perlengkapan kantor yang sebenarnya di luar cakupan layanan IT,Other,Tolak tiket dan jelaskan bahwa layanan ini bukan ranah IT; arahkan ke departemen yang tepat
TKT-897,Tiket masuk ke IT untuk lampu mati yang seharusnya ke General Affairs,Other,Berikan panduan ke karyawan tentang cara menghubungi departemen yang tepat untuk kebutuhannya
TKT-898,Karyawan melaporkan lampu mati kepada IT,Other,Keamanan fisik ditangani oleh Security Gedung; arahkan ke petugas keamanan di lantai 1
TKT-899,Karyawan menanyakan aturan penggunaan laptop kantor untuk keperluan pribadi kepada IT,Other,Masalah ini ditangani oleh HR; arahkan ke tim HR atau lihat panduan di portal intranet
TKT-900,Karyawan melaporkan kursi rusak kepada IT,Other,Informasikan kebijakan helpdesk IT yang hanya menangani masalah teknologi informasi perusahaan
